slug,title,site,date_published,word_count,reading_time_minutes,position,impressions,clicks,ctr,pageviews,unique_visitors,bounce_rate,email_signups,affiliate_clicks,revenue
dividend-income-calculator:-plan-your-retirement_4,Dividend Income Calculator: Plan Your Retirement,calc,2026-03-04,815,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
dividend-income-calculator:-plan-your-retirement_5,Dividend Income Calculator: Plan Your Retirement,calc,2026-03-04,790,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
dividend-income-calculator:-plan-your-retirement_6,Dividend Income Calculator: Plan Your Retirement,calc,2026-03-04,735,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
dividend-income-calculator:-plan-your-retirement_7,Dividend Income Calculator: Plan Your Retirement,calc,2026-03-04,768,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
dividend-income-calculator:-plan-your-retirement_8,Dividend Income Calculator: Plan Your Retirement,calc,2026-03-04,778,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
dividend-income-calculator:-plan-your-retirement_9,Dividend Income Calculator: Plan Your Retirement,calc,2026-03-04,818,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,790,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_1,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,790,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_10,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,756,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_11,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,761,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_12,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,811,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_13,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,793,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_14,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,746,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_15,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,785,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_16,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,756,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_17,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,775,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_18,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,822,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_19,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,791,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_2,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,768,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_3,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,725,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_4,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,825,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_5,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,767,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_6,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,757,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_7,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,714,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_8,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,808,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
drip-calculator:-growth-with-automatic-reinvestmen_9,DRIP Calculator: Growth with Automatic Reinvestment,calc,2026-03-04,794,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate,How to Calculate Dividend Growth Rate,calc,2026-03-04,772,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_1,How to Calculate Dividend Growth Rate,calc,2026-03-04,761,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_10,How to Calculate Dividend Growth Rate,calc,2026-03-04,805,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_11,How to Calculate Dividend Growth Rate,calc,2026-03-04,778,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_12,How to Calculate Dividend Growth Rate,calc,2026-03-04,808,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_13,How to Calculate Dividend Growth Rate,calc,2026-03-04,770,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_14,How to Calculate Dividend Growth Rate,calc,2026-03-04,797,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_15,How to Calculate Dividend Growth Rate,calc,2026-03-04,721,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_16,How to Calculate Dividend Growth Rate,calc,2026-03-04,752,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_17,How to Calculate Dividend Growth Rate,calc,2026-03-04,755,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_18,How to Calculate Dividend Growth Rate,calc,2026-03-04,741,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_19,How to Calculate Dividend Growth Rate,calc,2026-03-04,774,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_2,How to Calculate Dividend Growth Rate,calc,2026-03-04,792,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_3,How to Calculate Dividend Growth Rate,calc,2026-03-04,810,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_4,How to Calculate Dividend Growth Rate,calc,2026-03-04,795,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_5,How to Calculate Dividend Growth Rate,calc,2026-03-04,756,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_6,How to Calculate Dividend Growth Rate,calc,2026-03-04,730,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_7,How to Calculate Dividend Growth Rate,calc,2026-03-04,767,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_8,How to Calculate Dividend Growth Rate,calc,2026-03-04,776,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
how-to-calculate-dividend-growth-rate_9,How to Calculate Dividend Growth Rate,calc,2026-03-04,783,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-10,Untitled,affiliate,2026-03-05,1059,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-100,Untitled,affiliate,2026-03-05,842,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-101,Untitled,affiliate,2026-03-05,893,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-102,Untitled,affiliate,2026-03-05,1176,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-103,Untitled,affiliate,2026-03-05,1062,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-104,Untitled,affiliate,2026-03-05,1069,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-105,Untitled,affiliate,2026-03-05,1052,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-106,Untitled,affiliate,2026-03-05,982,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-107,Untitled,affiliate,2026-03-05,1151,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-108,Untitled,affiliate,2026-03-05,1064,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-109,Untitled,affiliate,2026-03-05,1129,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-11,Untitled,affiliate,2026-03-05,973,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-110,Untitled,affiliate,2026-03-05,1088,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-111,Untitled,affiliate,2026-03-05,961,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-112,Untitled,affiliate,2026-03-05,1100,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-113,Untitled,affiliate,2026-03-05,961,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-114,Untitled,affiliate,2026-03-05,1113,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-115,Untitled,affiliate,2026-03-05,1088,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-116,Untitled,affiliate,2026-03-05,938,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-117,Untitled,affiliate,2026-03-05,1120,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-118,Untitled,affiliate,2026-03-05,1100,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-119,Untitled,affiliate,2026-03-05,1070,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-12,Untitled,affiliate,2026-03-05,867,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-120,Untitled,affiliate,2026-03-05,1092,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-121,Untitled,affiliate,2026-03-05,914,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-122,Untitled,affiliate,2026-03-05,1129,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-123,Untitled,affiliate,2026-03-05,1017,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-124,Untitled,affiliate,2026-03-05,1050,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-125,Untitled,affiliate,2026-03-05,1083,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-126,Untitled,affiliate,2026-03-05,1005,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-127,Untitled,affiliate,2026-03-05,1074,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-128,Untitled,affiliate,2026-03-05,1110,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-129,Untitled,affiliate,2026-03-05,1073,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-13,Untitled,affiliate,2026-03-05,956,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-130,Untitled,affiliate,2026-03-05,973,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-131,Untitled,affiliate,2026-03-05,1012,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-132,Untitled,affiliate,2026-03-05,1081,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-133,Untitled,affiliate,2026-03-05,1052,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-134,Untitled,affiliate,2026-03-05,1057,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-135,Untitled,affiliate,2026-03-05,1114,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-136,Untitled,affiliate,2026-03-05,938,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-137,Untitled,affiliate,2026-03-05,1205,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-138,Untitled,affiliate,2026-03-05,965,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-139,Untitled,affiliate,2026-03-05,1059,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-14,Untitled,affiliate,2026-03-05,1113,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-140,Untitled,affiliate,2026-03-05,1079,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-143,Untitled,affiliate,2026-03-05,978,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-144,Untitled,affiliate,2026-03-05,971,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-145,Untitled,affiliate,2026-03-05,1063,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-146,Untitled,affiliate,2026-03-05,955,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-147,Untitled,affiliate,2026-03-05,1100,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-148,Untitled,affiliate,2026-03-05,883,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-149,Untitled,affiliate,2026-03-05,1179,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-15,Untitled,affiliate,2026-03-05,1168,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-150,Untitled,affiliate,2026-03-05,1104,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-16,Untitled,affiliate,2026-03-05,969,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-17,Untitled,affiliate,2026-03-05,1107,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-18,Untitled,affiliate,2026-03-05,1006,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-19,Untitled,affiliate,2026-03-05,1174,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-2,Untitled,affiliate,2026-03-05,1095,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-20,Untitled,affiliate,2026-03-05,1060,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-21,Untitled,affiliate,2026-03-05,917,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-22,Untitled,affiliate,2026-03-05,1110,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-24,Untitled,affiliate,2026-03-05,1098,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-26,Untitled,affiliate,2026-03-05,935,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-27,Untitled,affiliate,2026-03-05,1093,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-28,Untitled,affiliate,2026-03-05,1125,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-29,Untitled,affiliate,2026-03-05,1123,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-30,Untitled,affiliate,2026-03-05,1144,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-31,Untitled,affiliate,2026-03-05,955,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-32,Untitled,affiliate,2026-03-05,1038,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-33,Untitled,affiliate,2026-03-05,1054,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-34,Untitled,affiliate,2026-03-05,1076,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-35,Untitled,affiliate,2026-03-05,948,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-36,Untitled,affiliate,2026-03-05,959,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-37,Untitled,affiliate,2026-03-05,1070,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-38,Untitled,affiliate,2026-03-05,1130,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-39,Untitled,affiliate,2026-03-05,1090,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-40,Untitled,affiliate,2026-03-05,1056,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-41,Untitled,affiliate,2026-03-05,882,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-42,Untitled,affiliate,2026-03-05,1035,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-43,Untitled,affiliate,2026-03-05,1074,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-44,Untitled,affiliate,2026-03-05,1066,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-45,Untitled,affiliate,2026-03-05,1039,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-46,Untitled,affiliate,2026-03-05,934,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-47,Untitled,affiliate,2026-03-05,1076,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-48,Untitled,affiliate,2026-03-05,792,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-49,Untitled,affiliate,2026-03-05,1076,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-5,Untitled,affiliate,2026-03-05,1083,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-50,Untitled,affiliate,2026-03-05,1213,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-51,Untitled,affiliate,2026-03-05,928,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-52,Untitled,affiliate,2026-03-05,1169,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-53,Untitled,affiliate,2026-03-05,1079,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-54,Untitled,affiliate,2026-03-05,1015,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-55,Untitled,affiliate,2026-03-05,1072,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-56,Untitled,affiliate,2026-03-05,910,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-57,Untitled,affiliate,2026-03-05,1100,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-58,Untitled,affiliate,2026-03-05,991,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-59,Untitled,affiliate,2026-03-05,1086,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-6,Untitled,affiliate,2026-03-05,797,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-60,Untitled,affiliate,2026-03-05,1088,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-61,Untitled,affiliate,2026-03-05,1009,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-62,Untitled,affiliate,2026-03-05,1042,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-63,Untitled,affiliate,2026-03-05,1014,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-64,Untitled,affiliate,2026-03-05,1067,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-65,Untitled,affiliate,2026-03-05,856,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-66,Untitled,affiliate,2026-03-05,945,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-67,Untitled,affiliate,2026-03-05,1056,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-68,Untitled,affiliate,2026-03-05,1105,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-69,Untitled,affiliate,2026-03-05,1094,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-7,Untitled,affiliate,2026-03-05,1109,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-70,Untitled,affiliate,2026-03-05,1057,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-71,Untitled,affiliate,2026-03-05,888,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-72,Untitled,affiliate,2026-03-05,1058,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-73,Untitled,affiliate,2026-03-05,950,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-74,Untitled,affiliate,2026-03-05,948,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-75,Untitled,affiliate,2026-03-05,1046,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-76,Untitled,affiliate,2026-03-05,808,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-77,Untitled,affiliate,2026-03-05,962,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-78,Untitled,affiliate,2026-03-05,1029,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-79,Untitled,affiliate,2026-03-05,1047,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-8,Untitled,affiliate,2026-03-05,949,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-80,Untitled,affiliate,2026-03-05,1104,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-81,Untitled,affiliate,2026-03-05,1041,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-82,Untitled,affiliate,2026-03-05,1105,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-83,Untitled,affiliate,2026-03-05,1033,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-84,Untitled,affiliate,2026-03-05,1087,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-85,Untitled,affiliate,2026-03-05,1031,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-86,Untitled,affiliate,2026-03-05,959,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-87,Untitled,affiliate,2026-03-05,1149,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-88,Untitled,affiliate,2026-03-05,956,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-89,Untitled,affiliate,2026-03-05,1086,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-9,Untitled,affiliate,2026-03-05,995,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-90,Untitled,affiliate,2026-03-05,1144,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-92,Untitled,affiliate,2026-03-05,1093,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-93,Untitled,affiliate,2026-03-05,1103,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-94,Untitled,affiliate,2026-03-05,1116,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-95,Untitled,affiliate,2026-03-05,1181,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-96,Untitled,affiliate,2026-03-05,979,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-97,Untitled,affiliate,2026-03-05,1041,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-98,Untitled,affiliate,2026-03-05,987,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-99,Untitled,affiliate,2026-03-05,1105,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-1,Untitled,quant,2026-03-05,835,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-10,Untitled,quant,2026-03-05,866,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-11,Untitled,quant,2026-03-05,972,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-12,Untitled,quant,2026-03-05,991,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-13,Untitled,quant,2026-03-05,1016,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-14,Untitled,quant,2026-03-05,873,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-15,Untitled,quant,2026-03-05,928,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-16,Untitled,quant,2026-03-05,868,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-17,Untitled,quant,2026-03-05,908,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-18,Untitled,quant,2026-03-05,975,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-19,Untitled,quant,2026-03-05,908,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-2,Untitled,quant,2026-03-05,914,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-20,Untitled,quant,2026-03-05,831,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-21,Untitled,quant,2026-03-05,961,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-22,Untitled,quant,2026-03-05,969,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-23,Untitled,quant,2026-03-05,962,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-24,Untitled,quant,2026-03-05,936,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-25,Untitled,quant,2026-03-05,881,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-26,Untitled,quant,2026-03-05,825,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-27,Untitled,quant,2026-03-05,917,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-28,Untitled,quant,2026-03-05,882,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-29,Untitled,quant,2026-03-05,905,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-3,Untitled,quant,2026-03-05,950,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-30,Untitled,quant,2026-03-05,991,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-31,Untitled,quant,2026-03-05,951,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-32,Untitled,quant,2026-03-05,939,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-33,Untitled,quant,2026-03-05,879,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-34,Untitled,quant,2026-03-05,1003,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-35,Untitled,quant,2026-03-05,902,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-36,Untitled,quant,2026-03-05,952,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-37,Untitled,quant,2026-03-05,817,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-38,Untitled,quant,2026-03-05,981,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-39,Untitled,quant,2026-03-05,772,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-4,Untitled,quant,2026-03-05,956,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-40,Untitled,quant,2026-03-05,868,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-41,Untitled,quant,2026-03-05,983,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-42,Untitled,quant,2026-03-05,868,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-43,Untitled,quant,2026-03-05,1006,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-44,Untitled,quant,2026-03-05,912,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-45,Untitled,quant,2026-03-05,822,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-46,Untitled,quant,2026-03-05,906,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-47,Untitled,quant,2026-03-05,908,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-48,Untitled,quant,2026-03-05,918,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-49,Untitled,quant,2026-03-05,950,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-5,Untitled,quant,2026-03-05,847,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
article-50,Untitled,quant,2026-03-05,824,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0
